customer_id,first_name,last_name,email,region,member_since,loyalty_tier
CUST000094,Patricia,Miller,customer94@example.com,South,2016-08-30,Bronze
CUST000095,Patricia,Martinez,customer95@example.com,North,2018-03-17,Gold
CUST000096,Jessica,Jones,customer96@example.com,West,2022-05-06,Platinum
CUST000097,Charles,Martinez,customer97@example.com,West,2015-06-03,Silver
CUST000098,William,Miller,customer98@example.com,South,2021-12-07,Platinum
CUST000099,Mary,Miller,customer99@example.com,East,2022-09-29,Silver
CUST000100,Mary,Taylor,customer100@example.com,West,2018-01-05,Gold
CUST000101,James,Garcia,customer101@example.com,East,2018-06-27,Gold
CUST000102,Sarah,Moore,customer102@example.com,North,2017-07-22,Silver
CUST000103,Elizabeth,Taylor,customer103@example.com,West,2018-08-07,Gold
CUST000104,Jessica,Martinez,customer104@example.com,North,2017-02-08,Platinum
CUST000105,Michael,Moore,customer105@example.com,West,2020-06-07,Gold
CUST000106,Mary,Rodriguez,customer106@example.com,South,2015-09-26,Gold
CUST000107,Thomas,Miller,customer107@example.com,South,2020-11-17,Bronze
CUST000108,Jennifer,Brown,customer108@example.com,South,2015-08-25,Silver
CUST000109,Mary,Davis,customer109@example.com,North,2019-01-16,Silver
CUST000110,William,Garcia,customer110@example.com,West,2020-08-30,Platinum
CUST000111,Patricia,Anderson,customer111@example.com,North,2017-09-17,Gold
CUST000112,Sarah,Martinez,customer112@example.com,West,2016-12-28,Platinum
CUST000113,Charles,Rodriguez,customer113@example.com,East,2018-11-11,Silver
CUST000114,William,Taylor,customer114@example.com,North,2018-03-13,Bronze
CUST000115,Richard,Smith,customer115@example.com,South,2021-06-01,Silver
CUST000116,Linda,Anderson,customer116@example.com,South,2022-08-07,Silver
CUST000117,William,Anderson,customer117@example.com,West,2020-10-03,Bronze
CUST000118,James,Davis,customer118@example.com,South,2022-04-05,Silver
CUST000119,Nancy,Thomas,customer119@example.com,North,2017-07-05,Gold
CUST000120,Nancy,Thomas,customer120@example.com,East,2022-12-29,Gold
CUST000121,Jessica,Miller,customer121@example.com,East,2020-02-24,Gold
CUST000122,Michael,Davis,customer122@example.com,East,2022-08-05,Platinum
CUST000123,Charles,Johnson,customer123@example.com,North,2020-09-26,Gold
CUST000124,Karen,Anderson,customer124@example.com,Central,2021-10-30,Gold
CUST000125,Elizabeth,Anderson,customer125@example.com,North,2020-05-27,Bronze
CUST000126,David,Jones,customer126@example.com,East,2018-02-08,Gold
CUST000127,Elizabeth,Brown,customer127@example.com,South,2020-10-19,Silver
CUST000128,Mary,Thomas,customer128@example.com,Central,2019-07-14,Gold
CUST000129,Robert,Taylor,customer129@example.com,North,2022-05-08,Platinum
CUST000130,Elizabeth,Jones,customer130@example.com,West,2019-07-16,Platinum
CUST000131,Mary,Martinez,customer131@example.com,Central,2017-02-16,Gold
CUST000132,Linda,Anderson,customer132@example.com,Central,2022-02-27,Platinum
CUST000133,Susan,Rodriguez,customer133@example.com,East,2016-11-27,Silver
CUST000134,Elizabeth,Johnson,customer134@example.com,West,2016-06-08,Gold
CUST000135,Karen,Thomas,customer135@example.com,South,2022-08-16,Gold
CUST000136,John,Brown,customer136@example.com,East,2017-07-03,Gold
CUST000137,Jessica,Thomas,customer137@example.com,East,2019-03-03,Gold
CUST000138,Charles,Jones,customer138@example.com,West,2016-04-27,Platinum
CUST000139,Mary,Moore,customer139@example.com,Central,2021-07-04,Bronze
CUST000140,Sarah,Brown,customer140@example.com,Central,2016-05-05,Platinum
CUST000141,Thomas,Jones,customer141@example.com,West,2015-08-10,Silver
CUST000142,Robert,Brown,customer142@example.com,East,2019-08-04,Platinum
CUST000143,Robert,Garcia,customer143@example.com,South,2015-11-28,Platinum
CUST000144,David,Anderson,customer144@example.com,South,2018-07-07,Bronze
CUST000145,James,Davis,customer145@example.com,East,2017-05-07,Silver
CUST000146,Charles,Thomas,customer146@example.com,South,2020-06-28,Bronze
CUST000147,Robert,Martinez,customer147@example.com,West,2022-02-07,Platinum
CUST000148,Richard,Miller,customer148@example.com,West,2019-04-20,Bronze
CUST000149,Mary,Rodriguez,customer149@example.com,South,2023-03-12,Gold
CUST000150,James,Garcia,customer150@example.com,Central,2017-02-19,Bronze
CUST000151,James,Anderson,customer151@example.com,South,2017-07-15,Gold
CUST000152,Elizabeth,Williams,customer152@example.com,North,2019-04-21,Gold
CUST000153,Jennifer,Johnson,customer153@example.com,North,2018-05-06,Gold
CUST000154,Joseph,Taylor,customer154@example.com,Central,2021-09-08,Gold
CUST000155,Jessica,Anderson,customer155@example.com,South,2018-11-04,Platinum
CUST000156,Susan,Thomas,customer156@example.com,South,2016-11-06,Platinum
CUST000157,James,Brown,customer157@example.com,South,2023-02-26,Silver
CUST000158,Michael,Taylor,customer158@example.com,North,2021-08-12,Silver
CUST000159,Patricia,Garcia,customer159@example.com,North,2019-03-17,Gold
CUST000160,Karen,Martinez,customer160@example.com,North,2021-08-29,Bronze
CUST000161,Patricia,Anderson,customer161@example.com,North,2015-07-17,Bronze
CUST000162,Jessica,Davis,customer162@example.com,West,2016-05-21,Gold
CUST000163,Sarah,Taylor,customer163@example.com,South,2017-04-21,Bronze
CUST000164,Elizabeth,Miller,customer164@example.com,North,2022-06-06,Gold
CUST000165,Nancy,Martinez,customer165@example.com,South,2019-09-12,Bronze
CUST000166,Thomas,Taylor,customer166@example.com,Central,2016-04-27,Gold
CUST000167,Patricia,Thomas,customer167@example.com,North,2020-07-31,Silver
CUST000168,Nancy,Brown,customer168@example.com,East,2020-11-12,Silver
CUST000169,Susan,Taylor,customer169@example.com,West,2018-04-24,Silver
CUST000170,Mary,Rodriguez,customer170@example.com,West,2017-04-30,Platinum
CUST000171,David,Brown,customer171@example.com,North,2015-02-22,Bronze
CUST000172,Patricia,Moore,customer172@example.com,Central,2022-07-03,Platinum
CUST000173,Robert,Johnson,customer173@example.com,Central,2015-11-04,Bronze
CUST000174,William,Anderson,customer174@example.com,South,2020-02-14,Gold
CUST000175,William,Davis,customer175@example.com,North,2016-02-13,Silver
CUST000176,Mary,Moore,customer176@example.com,East,2019-01-15,Gold
CUST000177,Jessica,Taylor,customer177@example.com,North,2016-01-25,Bronze
CUST000178,James,Moore,customer178@example.com,South,2022-06-10,Silver
CUST000179,David,Garcia,customer179@example.com,West,2021-12-21,Gold
CUST000180,John,Garcia,customer180@example.com,East,2017-01-19,Bronze
CUST000181,Richard,Miller,customer181@example.com,West,2018-01-18,Platinum
CUST000182,Sarah,Thomas,customer182@example.com,West,2022-04-11,Silver
CUST000183,Patricia,Williams,customer183@example.com,North,2016-10-14,Bronze
CUST000184,Jessica,Martinez,customer184@example.com,West,2021-05-19,Platinum
CUST000185,Jennifer,Martinez,customer185@example.com,West,2019-01-08,Bronze
CUST000186,Robert,Davis,customer186@example.com,West,2016-04-07,Platinum
CUST000187,Joseph,Smith,customer187@example.com,North,2017-12-07,Gold
CUST000188,James,Taylor,customer188@example.com,Central,2021-06-19,Silver
CUST000189,David,Rodriguez,customer189@example.com,Central,2022-09-20,Bronze
CUST000190,Jessica,Anderson,customer190@example.com,South,2020-05-27,Gold
CUST000191,Richard,Williams,customer191@example.com,Central,2021-11-15,Bronze
CUST000192,James,Anderson,customer192@example.com,South,2020-09-01,Platinum
CUST000193,Sarah,Moore,customer193@example.com,South,2015-11-03,Platinum
CUST000194,David,Brown,customer194@example.com,East,2018-02-13,Bronze
CUST000195,Thomas,Brown,customer195@example.com,Central,2022-03-20,Platinum
CUST000196,Richard,Moore,customer196@example.com,South,2015-11-19,Platinum
CUST000197,Joseph,Thomas,customer197@example.com,Central,2020-01-10,Bronze
CUST000198,Sarah,Davis,customer198@example.com,East,2016-05-01,Platinum
CUST000199,James,Johnson,customer199@example.com,West,2019-08-16,Bronze
CUST000200,Karen,Rodriguez,customer200@example.com,North,2016-01-08,Gold
CUST000201,Thomas,Rodriguez,customer201@example.com,South,2022-05-05,Platinum
CUST000202,David,Garcia,customer202@example.com,North,2017-07-02,Platinum
CUST000203,David,Rodriguez,customer203@example.com,Central,2021-09-23,Platinum
CUST000204,Susan,Taylor,customer204@example.com,West,2016-04-12,Bronze
CUST000205,Linda,Smith,customer205@example.com,East,2018-12-25,Gold
CUST000206,Karen,Rodriguez,customer206@example.com,East,2022-11-15,Bronze
CUST000207,Mary,Williams,customer207@example.com,West,2016-07-29,Platinum
CUST000208,Patricia,Jones,customer208@example.com,Central,2017-03-13,Silver
CUST000209,Patricia,Moore,customer209@example.com,West,2017-06-02,Platinum
CUST000210,Michael,Taylor,customer210@example.com,East,2016-03-17,Platinum
CUST000211,Mary,Anderson,customer211@example.com,Central,2016-05-19,Platinum
CUST000212,Joseph,Anderson,customer212@example.com,Central,2020-08-27,Silver
CUST000213,Sarah,Smith,customer213@example.com,Central,2015-07-18,Platinum
CUST000214,Charles,Davis,customer214@example.com,Central,2016-12-26,Silver
CUST000215,Robert,Johnson,customer215@example.com,West,2022-05-17,Gold
CUST000216,Thomas,Miller,customer216@example.com,West,2021-10-30,Silver
CUST000217,William,Miller,customer217@example.com,East,2018-04-19,Platinum
CUST000218,Robert,Williams,customer218@example.com,West,2021-10-03,Gold
CUST000219,Karen,Moore,customer219@example.com,East,2022-12-25,Silver
CUST000220,Michael,Brown,customer220@example.com,Central,2023-01-05,Gold
CUST000221,Susan,Anderson,customer221@example.com,South,2022-12-19,Silver
CUST000222,Thomas,Rodriguez,customer222@example.com,East,2022-12-19,Bronze
CUST000223,Susan,Rodriguez,customer223@example.com,West,2021-07-15,Platinum
CUST000224,Karen,Jones,customer224@example.com,West,2015-02-22,Bronze
CUST000225,James,Miller,customer225@example.com,South,2015-08-06,Bronze
CUST000226,Michael,Jones,customer226@example.com,South,2018-03-19,Gold
CUST000227,Robert,Moore,customer227@example.com,North,2022-09-29,Gold
CUST000228,Michael,Thomas,customer228@example.com,Central,2015-05-13,Gold
CUST000229,Joseph,Johnson,customer229@example.com,Central,2022-07-29,Silver
CUST000230,Karen,Miller,customer230@example.com,South,2020-09-23,Gold
CUST000231,Mary,Miller,customer231@example.com,West,2019-09-03,Gold
CUST000232,Karen,Smith,customer232@example.com,North,2017-10-26,Silver
CUST000233,Nancy,Moore,customer233@example.com,West,2017-07-12,Gold
CUST000234,Charles,Rodriguez,customer234@example.com,Central,2017-03-15,Silver
CUST000235,Elizabeth,Davis,customer235@example.com,South,2022-08-28,Bronze
CUST000236,Jennifer,Williams,customer236@example.com,Central,2016-05-03,Platinum
CUST000237,Mary,Miller,customer237@example.com,East,2021-03-29,Gold
CUST000238,Robert,Williams,customer238@example.com,Central,2017-11-10,Bronze
CUST000239,David,Davis,customer239@example.com,South,2015-06-13,Silver
CUST000240,David,Martinez,customer240@example.com,North,2022-01-05,Gold
CUST000241,Sarah,Thomas,customer241@example.com,Central,2021-03-03,Gold
CUST000242,John,Thomas,customer242@example.com,East,2020-11-22,Silver
CUST000243,Jennifer,Rodriguez,customer243@example.com,North,2020-08-31,Silver
CUST000244,Jessica,Rodriguez,customer244@example.com,Central,2019-07-11,Bronze
CUST000245,Susan,Brown,customer245@example.com,South,2022-06-10,Gold
CUST000246,David,Garcia,customer246@example.com,East,2017-06-13,Platinum
CUST000247,Karen,Moore,customer247@example.com,North,2016-04-14,Gold
CUST000248,Joseph,Brown,customer248@example.com,Central,2021-12-19,Silver
CUST000249,Mary,Anderson,customer249@example.com,East,2019-04-12,Bronze
CUST000250,Richard,Jones,customer250@example.com,Central,2023-02-13,Gold
CUST000251,James,Rodriguez,customer251@example.com,East,2020-10-07,Platinum
CUST000252,Sarah,Smith,customer252@example.com,East,2022-04-22,Silver
CUST000253,David,Rodriguez,customer253@example.com,North,2016-01-29,Silver
CUST000254,Karen,Rodriguez,customer254@example.com,North,2022-01-11,Bronze
CUST000255,Michael,Anderson,customer255@example.com,South,2022-09-08,Platinum
CUST000256,Patricia,Brown,customer256@example.com,Central,2022-11-18,Platinum
CUST000257,John,Taylor,customer257@example.com,South,2015-04-08,Platinum
CUST000258,David,Smith,customer258@example.com,North,2015-10-28,Bronze
CUST000259,Jennifer,Thomas,customer259@example.com,East,2021-04-04,Bronze
CUST000260,Charles,Moore,customer260@example.com,South,2017-11-25,Platinum
CUST000261,Richard,Davis,customer261@example.com,West,2019-11-09,Gold
CUST000262,James,Miller,customer262@example.com,North,2020-12-30,Bronze
CUST000263,Nancy,Johnson,customer263@example.com,Central,2015-07-06,Bronze
CUST000264,Susan,Rodriguez,customer264@example.com,North,2018-04-02,Gold
CUST000265,Nancy,Johnson,customer265@example.com,East,2019-11-28,Platinum
CUST000266,Richard,Moore,customer266@example.com,North,2020-04-25,Silver
CUST000267,Karen,Brown,customer267@example.com,South,2019-05-21,Gold
CUST000268,Robert,Jones,customer268@example.com,East,2015-02-15,Silver
CUST000269,Patricia,Smith,customer269@example.com,North,2021-06-03,Platinum
CUST000270,Karen,Rodriguez,customer270@example.com,North,2018-06-02,Silver
CUST000271,Susan,Brown,customer271@example.com,West,2022-03-30,Silver
CUST000272,Jennifer,Williams,customer272@example.com,South,2021-12-01,Gold
CUST000273,Michael,Johnson,customer273@example.com,South,2022-07-11,Bronze
CUST000274,Karen,Davis,customer274@example.com,Central,2015-10-27,Gold
CUST000275,John,Jones,customer275@example.com,North,2017-03-19,Platinum
CUST000276,David,Garcia,customer276@example.com,South,2022-07-12,Silver
CUST000277,Patricia,Jones,customer277@example.com,Central,2015-10-13,Silver
CUST000278,David,Davis,customer278@example.com,West,2018-09-06,Gold
CUST000279,Charles,Williams,customer279@example.com,Central,2021-05-10,Gold
CUST000280,David,Miller,customer280@example.com,South,2015-01-20,Gold
CUST000281,Linda,Thomas,customer281@example.com,South,2022-12-27,Platinum
CUST000282,William,Moore,customer282@example.com,East,2016-07-04,Gold
CUST000283,Sarah,Davis,customer283@example.com,West,2019-01-09,Gold
CUST000284,Sarah,Rodriguez,customer284@example.com,North,2016-12-20,Bronze
CUST000285,William,Moore,customer285@example.com,South,2021-01-15,Silver
CUST000286,William,Taylor,customer286@example.com,North,2023-02-27,Bronze
CUST000287,James,Moore,customer287@example.com,Central,2022-01-31,Bronze
CUST000288,Charles,Martinez,customer288@example.com,West,2021-08-13,Silver
CUST000289,Mary,Rodriguez,customer289@example.com,East,2021-02-04,Platinum
CUST000290,Robert,Garcia,customer290@example.com,West,2017-07-03,Gold
CUST000291,Robert,Davis,customer291@example.com,Central,2020-09-21,Bronze
CUST000292,Richard,Garcia,customer292@example.com,Central,2015-02-13,Silver
CUST000293,Nancy,Anderson,customer293@example.com,South,2020-10-06,Silver
CUST000294,Joseph,Williams,customer294@example.com,South,2021-05-08,Silver
CUST000295,Sarah,Garcia,customer295@example.com,North,2017-06-15,Platinum
CUST000296,Linda,Johnson,customer296@example.com,East,2019-02-22,Silver
CUST000297,Mary,Anderson,customer297@example.com,South,2020-10-22,Gold
CUST000298,Richard,Davis,customer298@example.com,West,2015-07-10,Bronze
CUST000299,David,Johnson,customer299@example.com,Central,2022-02-08,Gold
CUST000300,William,Martinez,customer300@example.com,Central,2021-05-24,Silver
CUST000301,Richard,Anderson,customer301@example.com,West,2019-02-05,Bronze
CUST000302,Thomas,Jones,customer302@example.com,West,2017-07-01,Platinum
CUST000303,Susan,Moore,customer303@example.com,East,2020-06-17,Platinum
CUST000304,Nancy,Smith,customer304@example.com,Central,2016-07-23,Platinum
CUST000305,Jennifer,Brown,customer305@example.com,North,2020-10-08,Gold
CUST000306,Michael,Williams,customer306@example.com,South,2016-10-06,Gold
CUST000307,Nancy,Taylor,customer307@example.com,North,2022-05-31,Silver
CUST000308,Jessica,Thomas,customer308@example.com,East,2023-01-29,Bronze
CUST000309,Sarah,Anderson,customer309@example.com,West,2020-05-16,Silver
CUST000310,Charles,Williams,customer310@example.com,West,2015-04-02,Silver
CUST000311,Mary,Williams,customer311@example.com,Central,2021-08-23,Silver
CUST000312,Robert,Anderson,customer312@example.com,Central,2015-06-10,Silver
CUST000313,Mary,Williams,customer313@example.com,East,2017-01-07,Platinum
CUST000314,Nancy,Martinez,customer314@example.com,North,2023-01-26,Gold
CUST000315,John,Brown,customer315@example.com,West,2021-10-20,Platinum
CUST000316,Sarah,Williams,customer316@example.com,South,2019-08-10,Silver
CUST000317,Charles,Moore,customer317@example.com,South,2021-12-27,Gold
CUST000318,Jennifer,Taylor,customer318@example.com,East,2020-02-01,Bronze
CUST000319,Linda,Miller,customer319@example.com,West,2016-06-25,Bronze
CUST000320,James,Brown,customer320@example.com,Central,2020-08-27,Platinum
CUST000321,Robert,Martinez,customer321@example.com,North,2016-12-27,Platinum
CUST000322,Nancy,Martinez,customer322@example.com,North,2020-12-16,Bronze
CUST000323,John,Davis,customer323@example.com,South,2021-10-07,Bronze
CUST000324,Jessica,Rodriguez,customer324@example.com,West,2019-02-26,Bronze
CUST000325,Thomas,Miller,customer325@example.com,South,2020-05-28,Platinum
CUST000326,Susan,Martinez,customer326@example.com,Central,2016-02-05,Platinum
CUST000327,Robert,Jones,customer327@example.com,West,2017-08-10,Bronze
CUST000328,Elizabeth,Martinez,customer328@example.com,Central,2019-08-01,Gold
CUST000329,Michael,Smith,customer329@example.com,North,2021-06-25,Bronze
CUST000330,Thomas,Smith,customer330@example.com,West,2022-05-05,Silver
CUST000331,David,Miller,customer331@example.com,East,2016-03-12,Silver
CUST000332,Jessica,Anderson,customer332@example.com,Central,2017-11-04,Gold
CUST000333,Karen,Miller,customer333@example.com,Central,2019-02-06,Gold
CUST000334,Richard,Thomas,customer334@example.com,South,2019-08-20,Platinum
CUST000335,Jennifer,Garcia,customer335@example.com,Central,2021-03-22,Platinum
CUST000336,William,Jones,customer336@example.com,Central,2018-11-11,Platinum
CUST000337,Robert,Moore,customer337@example.com,North,2017-07-30,Platinum
CUST000338,Jennifer,Johnson,customer338@example.com,South,2020-09-13,Platinum
CUST000339,David,Thomas,customer339@example.com,Central,2021-11-20,Bronze
CUST000340,Jennifer,Miller,customer340@example.com,North,2016-01-09,Silver
CUST000341,Sarah,Martinez,customer341@example.com,West,2015-12-28,Bronze
CUST000342,William,Brown,customer342@example.com,East,2015-11-24,Bronze
CUST000343,Richard,Miller,customer343@example.com,Central,2022-05-11,Gold
CUST000344,Nancy,Smith,customer344@example.com,South,2022-03-07,Platinum
CUST000345,Joseph,Smith,customer345@example.com,South,2022-05-14,Gold
CUST000346,Michael,Smith,customer346@example.com,Central,2020-09-22,Silver
CUST000347,Nancy,Williams,customer347@example.com,North,2019-01-13,Silver
CUST000348,James,Williams,customer348@example.com,North,2018-02-04,Platinum
CUST000349,Susan,Anderson,customer349@example.com,West,2019-07-19,Silver
CUST000350,Thomas,Smith,customer350@example.com,North,2016-01-05,Gold
CUST000351,Karen,Martinez,customer351@example.com,East,2018-11-24,Gold
CUST000352,Linda,Martinez,customer352@example.com,South,2020-02-06,Platinum
CUST000353,Charles,Smith,customer353@example.com,East,2016-12-17,Platinum
CUST000354,Thomas,Johnson,customer354@example.com,Central,2015-10-24,Gold
CUST000355,David,Johnson,customer355@example.com,Central,2017-11-21,Gold
CUST000356,Joseph,Miller,customer356@example.com,Central,2020-06-03,Silver
CUST000357,David,Thomas,customer357@example.com,West,2022-08-23,Platinum
CUST000358,Charles,Moore,customer358@example.com,North,2020-05-28,Bronze
CUST000359,William,Johnson,customer359@example.com,West,2022-02-08,Silver
CUST000360,Linda,Thomas,customer360@example.com,East,2019-08-17,Gold
CUST000361,Thomas,Rodriguez,customer361@example.com,North,2022-11-10,Gold
CUST000362,Linda,Jones,customer362@example.com,North,2019-06-23,Gold
CUST000363,John,Rodriguez,customer363@example.com,South,2020-05-05,Gold
CUST000364,Susan,Brown,customer364@example.com,Central,2018-01-07,Silver
CUST000365,Michael,Davis,customer365@example.com,South,2017-08-19,Silver
CUST000366,William,Brown,customer366@example.com,South,2017-04-10,Silver
CUST000367,Nancy,Garcia,customer367@example.com,South,2016-03-12,Bronze
CUST000368,John,Anderson,customer368@example.com,West,2021-11-19,Bronze
CUST000369,Karen,Smith,customer369@example.com,West,2019-03-01,Gold
CUST000370,Sarah,Martinez,customer370@example.com,East,2020-07-03,Silver
CUST000371,Thomas,Jones,customer371@example.com,West,2017-06-28,Silver
CUST000372,Mary,Rodriguez,customer372@example.com,West,2020-05-13,Bronze
CUST000373,Thomas,Garcia,customer373@example.com,West,2022-09-12,Silver
CUST000374,Joseph,Johnson,customer374@example.com,Central,2020-02-28,Gold
CUST000375,James,Smith,customer375@example.com,South,2019-04-04,Bronze
CUST000376,David,Garcia,customer376@example.com,Central,2017-11-29,Silver
CUST000377,Karen,Jones,customer377@example.com,South,2018-01-08,Platinum
CUST000378,Nancy,Garcia,customer378@example.com,East,2017-01-23,Platinum
CUST000379,Jessica,Brown,customer379@example.com,West,2022-11-10,Gold
CUST000380,Susan,Moore,customer380@example.com,West,2018-02-19,Platinum
CUST000381,Jennifer,Martinez,customer381@example.com,South,2021-06-16,Silver
CUST000382,Patricia,Taylor,customer382@example.com,East,2017-08-23,Platinum
CUST000383,Richard,Brown,customer383@example.com,South,2016-09-04,Platinum
